en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
abdul-rahmaan,,阿卜杜勒·拉哈曼（Abdul-Rahmaan）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'ha1', 'man4', '（', 'A', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'h', 'm', 'a', 'a', 'n', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'ha1', 'man4', '（', 'a', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'h', 'm', 'a', 'a', 'n', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', '(interj.) ha!', 'handsome', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'ha1', 'man4', '（abdul-Rahmaan）']"
abdul-raouf,,阿卜杜勒·劳夫（Abdul-Raouf）,,"['a1', 'bu3', 'du4', 'le4', '·', 'lao2', 'fu1', '（', 'A', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'o', 'u', 'f', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'lao2', 'fu1', '（', 'a', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'o', 'u', 'f', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to toil', 'husband', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'lao2', 'fu1', '（abdul-Raouf）']"
abdul-rashid,,阿卜杜勒·拉希德（Abdul-Rashid）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'de2', '（', 'A', 'b', 'd', 'u', 'l', '-', 'R', 'a', 's', 'h', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'xi1', 'de2', '（', 'a', 'b', 'd', 'u', 'l', '-', 'R', 'a', 's', 'h', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to hope', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'de2', '（abdul-Rashid）']"
abdul-razaaq,,阿卜杜勒·拉扎克（Abdul-Razaaq）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'zha1', 'ke4', '（', 'A', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'z', 'a', 'a', 'q', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'zha1', 'ke4', '（', 'a', 'b', 'd', 'u', 'l', '-', 'R', 'a', 'z', 'a', 'a', 'q', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to prick', 'to be able to', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'zha1', 'ke4', '（abdul-Razaaq）']"
abdul-saboor,,阿卜杜勒·萨博尔（Abdul-Saboor）,,"['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'bo2', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'S', 'a', 'b', 'o', 'o', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'sa4', 'bo2', 'er3', '（', 'a', 'b', 'd', 'u', 'l', '-', 'S', 'a', 'b', 'o', 'o', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'extensive', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'bo2', 'er3', '（abdul-Saboor）']"
abdul-salaam,,阿卜杜勒·萨拉姆（Abdul-Salaam）,,"['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'la1', 'mu3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'S', 'a', 'l', 'a', 'a', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'sa4', 'la1', 'mu3', '（', 'a', 'b', 'd', 'u', 'l', '-', 'S', 'a', 'l', 'a', 'a', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'to pull', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'sa4', 'la1', 'mu3', '（abdul-Salaam）']"
abdul-samad,,阿卜杜勒 - 萨姆德,,"['a1', 'bu3', 'du4', 'le4', '', '', '-', '', '', 'sa4', 'mu3', 'de2']",,nr,"['a1', 'bo5', 'du4', 'lei1', '-', 'sa4', 'mu3', 'de2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'Bodhisattva', 'woman who looks after small children', 'Germany']","['a1', 'bu3', 'du4', 'le4', ' - ', 'sa4', 'mu3', 'de2']"
abdul-samee',,阿卜杜勒萨米',,"['a1', 'bu3', 'du4', 'le4', 'sa4', 'mi3', ""'""]",,nr,"['a1', 'bo5', 'du4', 'le4', 'sa4', 'mi3', ""'""]","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to rein in', 'Bodhisattva', 'surname Mi', None]","['a1', 'bu3', 'du4', 'le4', 'sa4', 'mi3', ""'""]"
abdul-shakoor,,阿卜杜勒 - 夏湖,,"['a1', 'bu3', 'du4', 'le4', '', '', '-', '', '', 'xia4', 'hu2']",,ns,"['a1', 'bo5', 'du4', 'le4', '-', 'xia4', 'hu2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to rein in', None, 'the Xia or Hsia dynasty c. 2000 BC', 'lake']","['a1', 'bu3', 'du4', 'le4', ' - ', 'xia4', 'hu2']"
abdul-waahid,,阿卜杜勒·瓦希德（Abdul-Waahid）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'xi1', 'de2', '（', 'A', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'a', 'h', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'xi1', 'de2', '（', 'a', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'a', 'h', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'to hope', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'xi1', 'de2', '（abdul-Waahid）']"
abdur-rauf,,阿卜杜勒·拉夫（Abdur-Rauf）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'fu1', '（', 'A', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'u', 'f', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'fu1', '（', 'a', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'u', 'f', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'husband', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'fu1', '（abdur-Rauf）']"
abdul-waajid,,阿卜杜勒·瓦吉德（Abdul-Waajid）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ji2', 'de2', '（', 'A', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'a', 'j', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'ji2', 'de2', '（', 'a', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'a', 'j', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'surname Ji', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ji2', 'de2', '（abdul-Waajid）']"
abdul-wadood,,阿卜杜勒 - 瓦杜德,,"['a1', 'bu3', 'du4', 'le4', '', '', '-', '', '', 'wa3', 'du4', 'de2']",,nr,"['a1', 'bo5', 'du4', 'lei1', '-', 'wa3', 'du4', 'de2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', 'surname Du', 'Germany']","['a1', 'bu3', 'du4', 'le4', ' - ', 'wa3', 'du4', 'de2']"
abdul-wahaab,,阿卜杜勒·瓦哈卜（Abdul-Wahaab）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ha1', 'bu3', '（', 'A', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'h', 'a', 'a', 'b', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'ha1', 'bo5', '（', 'a', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'h', 'a', 'a', 'b', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', '(interj.) ha!', '', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ha1', 'bu3', '（abdul-Wahaab）']"
abdul-wahhab,,阿卜杜勒·瓦哈格（Abdul-Wahhab）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ha1', 'ge2', '（', 'A', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'h', 'h', 'a', 'b', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'wa3', 'ha1', 'ge2', '（', 'a', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'h', 'h', 'a', 'b', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'roof tile', '(interj.) ha!', 'square', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'ha1', 'ge2', '（abdul-Wahhab）']"
abdul-warith,,阿卜杜勒·瓦里斯（Abdul-Warith）,,"['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'li3', 'si1', '（', 'A', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'r', 'i', 't', 'h', '）']",,w,"['a1', 'bo5', 'du4', 'le4', '·', 'wa3', 'li3', 'si1', '（', 'a', 'b', 'd', 'u', 'l', '-', 'W', 'a', 'r', 'i', 't', 'h', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to rein in', None, 'roof tile', 'lining', 'Slovakia', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'wa3', 'li3', 'si1', '（abdul-Warith）']"
abdur rahman,,阿卜杜勒·拉赫曼（Abdur Rahman）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'he4', 'man4', '（', 'A', 'b', 'd', 'u', 'r', '', '', 'R', 'a', 'h', 'm', 'a', 'n', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'he4', 'man4', '（', 'a', 'b', 'd', 'u', 'r', 'R', 'a', 'h', 'm', 'a', 'n', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'surname He', 'handsome', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'he4', 'man4', '（abdur Rahman）']"
abdur rashid,,阿卜杜勒·拉希德（Abdur Rashid）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'de2', '（', 'A', 'b', 'd', 'u', 'r', '', '', 'R', 'a', 's', 'h', 'i', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'xi1', 'de2', '（', 'a', 'b', 'd', 'u', 'r', 'R', 'a', 's', 'h', 'i', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to hope', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'de2', '（abdur Rashid）']"
abdur razzaq,,阿卜杜勒·拉扎克（Abdur Razzaq）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'zha1', 'ke4', '（', 'A', 'b', 'd', 'u', 'r', '', '', 'R', 'a', 'z', 'z', 'a', 'q', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'zha1', 'ke4', '（', 'a', 'b', 'd', 'u', 'r', 'R', 'a', 'z', 'z', 'a', 'q', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to prick', 'to be able to', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'zha1', 'ke4', '（abdur Razzaq）']"
abdur-raheem,,阿卜杜勒·拉希姆（Abdur-Raheem）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'mu3', '（', 'A', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'h', 'e', 'e', 'm', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'xi1', 'mu3', '（', 'a', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'h', 'e', 'e', 'm', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'to hope', 'woman who looks after small children', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'xi1', 'mu3', '（abdur-Raheem）']"
abdur-rahman,,阿卜杜勒·拉赫曼（Abdur-Rahman）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'he4', 'man4', '（', 'A', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'h', 'm', 'a', 'n', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'he4', 'man4', '（', 'a', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'h', 'm', 'a', 'n', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'surname He', 'handsome', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'he4', 'man4', '（abdur-Rahman）']"
abdur-raqeeb,,阿卜杜勒·拉格布（Abdur-Raqeeb）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'ge2', 'bu4', '（', 'A', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'q', 'e', 'e', 'b', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'ge2', 'bu4', '（', 'a', 'b', 'd', 'u', 'r', '-', 'R', 'a', 'q', 'e', 'e', 'b', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'square', 'to announce', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'ge2', 'bu4', '（abdur-Raqeeb）']"
abdur-rasheed,,阿卜杜勒·拉什德（Abdur-Rasheed）,,"['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'shi2', 'de2', '（', 'A', 'b', 'd', 'u', 'r', '-', 'R', 'a', 's', 'h', 'e', 'e', 'd', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'la1', 'shen2', 'de2', '（', 'a', 'b', 'd', 'u', 'r', '-', 'R', 'a', 's', 'h', 'e', 'e', 'd', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to pull', 'what', 'Germany', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'la1', 'shi2', 'de2', '（abdur-Rasheed）']"
abdul qaadir,,阿卜杜勒·卡迪尔（Abdul Qaadir）,,"['a1', 'bu3', 'du4', 'le4', '·', 'qia3', 'di2', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'Q', 'a', 'a', 'd', 'i', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'qia3', 'di2', 'er3', '（', 'a', 'b', 'd', 'u', 'l', 'q', 'a', 'a', 'd', 'i', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to block', 'to enlighten', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, 'cute (loanword)', None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ka3', 'di2', 'er3', '（abdul qaadir）']"
abdul noor,,阿卜杜勒·诺尔（Abdul Noor）,,"['a1', 'bu3', 'du4', 'le4', '·', 'nuo4', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'N', 'o', 'o', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'nuo4', 'er3', '（', 'a', 'b', 'd', 'u', 'l', 'N', 'o', 'o', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'to consent', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'nuo4', 'er3', '（abdul Noor）']"
abdul naseer,,阿卜杜勒·纳塞尔（Abdul Naseer）,,"['a1', 'bu3', 'du4', 'le4', '·', 'na4', 'sai1', 'er3', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'N', 'a', 's', 'e', 'e', 'r', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'na4', 'sai1', 'er3', '（', 'a', 'b', 'd', 'u', 'l', 'N', 'a', 's', 'e', 'e', 'r', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Na', 'Serbia', 'thus', None, '(slang) (Tw) to steal', None, None, None, None, None, None, None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'na4', 'sai4', 'er3', '（abdul Naseer）']"
aazeen,,艾兹,,"['ai4', 'zi1']",,nr,"['ai4', 'zi1']","['surname Ai', 'now']","['ai4', 'zi1']"
aaryan,,亚里亚,,"['ya4', 'li3', 'ya4']",,nr,"['ya4', 'li3', 'ya4']","['Asia', 'lining', 'Asia']","['ya4', 'li3', 'ya4']"
aashif,,aashif,,"['a', 'a', 's', 'h', 'i', 'f']",,nr,"['a', 'a', 's', 'h', 'i', 'f']","[None, None, None, None, None, None]",['aashif']
aashir,,阿希尔,,"['a1', 'xi1', 'er3']",,nr,"['a1', 'xi1', 'er3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'to hope', 'thus']","['a1', 'xi1', 'er3']"
aasia,,Aasia,,"['A', 'a', 's', 'i', 'a']",,nr,"['a', 'a', 's', 'i', 'a']","['(slang) (Tw) to steal', None, None, None, None]",['aasia']
aasimah,,Aasimah,,"['A', 'a', 's', 'i', 'm', 'a', 'h']",,nr,"['a', 'a', 's', 'i', 'm', 'a', 'h']","['(slang) (Tw) to steal', None, None, None, None, None, None]",['aasimah']
aasiyah,,Aasiyah,,"['A', 'a', 's', 'i', 'y', 'a', 'h']",,nr,"['a', 'a', 's', 'i', 'y', 'a', 'h']","['(slang) (Tw) to steal', None, None, None, None, None, None]",['aasiyah']
aasmaa,,Aasmaa,,"['A', 'a', 's', 'm', 'a', 'a']",,nr,"['a', 'a', 's', 'm', 'a', 'a']","['(slang) (Tw) to steal', None, None, None, None, None]",['aasmaa']
aatif,,aatif,,"['a', 'a', 't', 'i', 'f']",,nr,"['a', 'a', 't', 'i', 'f']","[None, None, None, None, None]",['aatif']
aatifa,,aatifa,,"['a', 'a', 't', 'i', 'f', 'a']",,nr,"['a', 'a', 't', 'i', 'f', 'a']","[None, None, None, None, None, None]",['aatifa']
aatiq,,aatiq,,"['a', 'a', 't', 'i', 'q']",,nr,"['a', 'a', 't', 'i', 'q']","[None, None, None, None, None]",['aatiq']
aaus,,AAUS,,"['A', 'A', 'U', 'S']",,nr,"['a', 'a', 'U', 'S']","['(slang) (Tw) to steal', '(slang) (Tw) to steal', None, None]",['aaUS']
aayan,,阿亚恩,,"['a1', 'ya4', 'en1']",,nr,"['a1', 'ya4', 'en1']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Asia', 'favor']","['a1', 'ya4', 'en1']"
aazim,,阿齐姆,,"['a1', 'qi2', 'mu3']",,nr,"['a1', 'qi2', 'mu3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '(name of states and dynasties at several different periods)', 'woman who looks after small children']","['a1', 'qi2', 'mu3']"
aara,,艾拉,,"['ai4', 'la1']",,nr,"['ai4', 'la1']","['surname Ai', 'to pull']","['ai4', 'la1']"
abaan,,阿巴,,"['a1', 'ba1']","['Aba, southeast Nigerian city', 'Aba, the Lisu 傈僳 word for grandfather']",nr,['a1 ba1'],"['Aba, southeast Nigerian city']","['a1', 'ba1']"
abasah,,阿巴萨,,"['a1', 'ba1', 'sa4']",,nr,"['a1', 'ba1', 'sa4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'Ba state during Zhou dynasty (in east of modern Sichuan)', 'Bodhisattva']","['a1', 'ba1', 'sa4']"
abbaas,,阿巴斯,,"['a1', 'ba1', 'si1']","['Abbas (name)', 'Mahmoud Abbas (1935-), also called Abu Mazen, Palestinian leader, Chairman of the Palestinian National Authority (PNA) from 2005']",nr,['a1 ba1 si1'],['Abbas (name)'],"['a1', 'ba1', 'si1']"
abd,,ABD,,"['A', 'B', 'D']",,nr,"['a', 'bi1', 'D']","['(slang) (Tw) to steal', '', None]","['a', 'bi1', 'D']"
abd al-ala,,ABD AL-ALA,,"['A', 'B', 'D', '', '', 'A', 'L', '-', 'A', 'L', 'A']",,nr,"['a', 'bi1', 'D', 'a', 'L', '-', 'a', 'L', 'a']","['(slang) (Tw) to steal', '', None, '(slang) (Tw) to steal', None, None, '(slang) (Tw) to steal', None, '(slang) (Tw) to steal']","['a', 'bi1', 'D aL-aLa']"
abda,,阿卜达,,"['a1', 'bu3', 'da2']",,nr,"['a1', 'bo5', 'da2']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Da']","['a1', 'bu3', 'da2']"
abdia,,阿卜迪亚,,"['a1', 'bu3', 'di2', 'ya4']",,nr,"['a1', 'bo5', 'di2', 'ya4']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'to enlighten', 'Asia']","['a1', 'bu3', 'di2', 'ya4']"
abdieso,,阿卜迪索,,"['a1', 'bu3', 'di2', 'suo3']",,nr,"['a1', 'bo5', 'di2', 'suo3']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'to enlighten', 'surname Suo']","['a1', 'bu3', 'di2', 'suo3']"
abdul aalee,,阿卜杜勒·艾利（Abdul Aalee）,,"['a1', 'bu3', 'du4', 'le4', '·', 'ai4', 'li4', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'A', 'a', 'l', 'e', 'e', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'ai4', 'li4', '（', 'a', 'b', 'd', 'u', 'l', 'a', 'a', 'l', 'e', 'e', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'surname Ai', 'surname Li', None, '(slang) (Tw) to steal', None, None, None, None, '(slang) (Tw) to steal', None, None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'ai4', 'li4', '（abdul aalee）']"
abdul adl,,阿卜杜勒ADL,,"['a1', 'bu3', 'du4', 'le4', 'A', 'D', 'L']",,nr,"['a1', 'bo5', 'du4', 'lei1', 'a', 'D', 'L']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', '(slang) (Tw) to steal', None, None]","['a1', 'bu3', 'du4', 'le4', 'aDL']"
abdul afuw,,阿卜杜勒·阿夫（Abdul Afuw）,,"['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'fu1', '（', 'A', 'b', 'd', 'u', 'l', '', '', 'A', 'f', 'u', 'w', '）']",,w,"['a1', 'bo5', 'du4', 'lei1', '·', 'a1', 'fu1', '（', 'a', 'b', 'd', 'u', 'l', 'a', 'f', 'u', 'w', '）']","['prefix used before monosyllabic names, kinship terms etc to indicate familiarity', '', 'surname Du', 'to strap tightly', None, 'prefix used before monosyllabic names, kinship terms etc to indicate familiarity', 'husband', None, '(slang) (Tw) to steal', None, None, None, None, '(slang) (Tw) to steal', None, None, None, None]","['a1', 'bu3', 'du4', 'le4', '·', 'a1', 'fu1', '（abdul afuw）']"
